PUBID,COMSTOCKBLDGTYPE,SQFT,FINALWT,FINALWT_SQFT,CENDIV,PUBCLIM,cstock_sys_type,primary_htg_fuel,secondary_htg_fuel,pct_heated,pct_cooled,main_htg_eq,main_clg_eq,chiller_type,chiller_pct,district_cw?,district_cw_pct,boiler?,pct_boiler,furnace?,pct_furnace,hp_rtu?,hp_zone?,hp_type,pct_hp,fcu?,ptac?,res_furn?,res_ac?,unit_heater?,baseboard_htg?,evap_cooling?,pct_evap_cool,has_vav?,doas?,has_psz?,frac_en_fuel,frac_htg_en_fuel
2797,outpatient,63000,653.0587527,41142701.42,East North Central,Very cold/Cold,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,100,100,Individual space heaters (other than heat pumps),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.5120142287404758,0.8897864305469035
2798,warehouse,3500,1851.66972,6480844.02,Middle Atlantic,Very cold/Cold,none,Electricity,Fuel_Oil,5,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.004329869,0.11081226465841851
2800,hospital,800000,9.284606554,7427685.243,Middle Atlantic,Mixed-humid,VAV air-cooled chiller with gas boiler reheat,Natural_Gas,Fuel_Oil,100,90,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,85,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.631557826,1
2802,primary_school,46000,207.1316669,9528056.675,West North Central,Mixed-humid,DOAS with water source heat pumps cooling tower with boiler,Natural_Gas,Electricity,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Heat pumps for cooling,none,999,FALSE,999,TRUE,90,FALSE,999,TRUE,FALSE,WSHP,9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.093997297,0.9084576899853359
2803,large_office,300000,19.69026303,5907078.909,South Atlantic,Mixed-humid,VAV chiller with gas boiler reheat,Electricity,Natural_Gas,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,WSHP,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.8892186622737754,0.999661723
2804,hospital,50000,107.8723654,5393618.272,West South Central,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,Fuel_Oil,100,100,Packaged central unit (roof mounted),Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
2806,small_office,2900,503.8633081,1461203.594,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.10289729790022588,1
2807,small_office,3000,48.84104442,146523.1333,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PSZ-HP,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,TRUE,TRUE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.01023667,0
2808,primary_school,1100,366.1559407,402771.5348,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,100,imputed,District chilled water piped in from outside the building,none,999,TRUE,100,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
2813,hospital,455000,9.284606554,4224495.982,West South Central,Hot-dry/Mixed-dry/Hot-humid,VAV chiller with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,imputed,water-cooled,69,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.35820077355147506,1
2814,warehouse,7500,4637.851294,34783884.7,South Atlantic,Mixed-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
2815,small_office,5000,4637.851294,23189256.47,South Atlantic,Mixed-humid,DOAS with VRF,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,VRF,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
2816,retail,7000,2249.135161,15743946.13,East North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.6764539818470943,1
2821,large_office,235000,62.96333199,14796383.02,West North Central,Mixed-humid,PVAV with PFP boxes,Electricity,none,100,100,Individual space heaters (other than heat pumps),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,TRUE,FALSE,WSHP,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0,0
2822,primary_school,52000,311.1344891,16178993.43,West South Central,Hot-dry/Mixed-dry/Hot-humid,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,TRUE,FALSE,GSHP,10,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.1349383987060156,0.9647601034805104
2823,warehouse,17500,227.7915919,3986352.858,South Atlantic,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,100,34,Packaged central unit (roof mounted),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,TRUE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.4621972576174096,0.9874125147915249
2824,warehouse,5600,1667.755161,9339428.901,Pacific,Very cold/Cold,none,Electricity,none,12,999,Individual space heaters (other than heat pumps),imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
2825,small_office,8800,1381.421107,12156505.74,Middle Atlantic,Very cold/Cold,DOAS with VRF,Electricity,none,80,80,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,VRF,100,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
2826,outpatient,47000,908.2827965,42689291.44,West South Central,Hot-dry/Mixed-dry/Hot-humid,VAV air-cooled chiller with PFP boxes,Electricity,none,100,100,Packaged central unit (roof mounted),imputed,air-cooled,100,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.005615416,0
2827,secondary_school,62000,499.1203535,30945461.917000003,New England,Very cold/Cold,PSZ-AC with gas boiler,Fuel_Oil,none,100,20,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.7573091477424015,1
2828,medium_office,12250,1381.421107,16922408.56,Middle Atlantic,Very cold/Cold,none,Natural_Gas,none,70,70,Boilers inside (or adjacent to) the building that produce steam or hot water,Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,TRUE,82,TRUE,18,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.4251400982096034,1
2829,warehouse,8500,1667.755161,14175918.87,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,50,50,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.4296465656854339,0.9610968782616947
2830,hospital,420000,9.284606554,3899534.753,East North Central,Very cold/Cold,VAV chiller with gas boiler reheat,Natural_Gas,Electricity,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,80,FALSE,999,TRUE,100,TRUE,20,FALSE,TRUE,none,999,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,999,TRUE,FALSE,FALSE,0.6242552991392406,0.9933040923170229
2831,outpatient,14000,1117.742122,15648389.71,West South Central,Mixed-humid,PVAV with gas boiler reheat,Natural_Gas,none,75,75,"Furnaces that heat air directly, without using steam or hot water",Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,TRUE,100,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.26030858363941634,1
2832,large_hotel,270000,84.0557634,22695056.12,Pacific,Hot-dry/Mixed-dry/Hot-humid,none,Electricity,Natural_Gas,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.43041966587220304,0.799581928
2833,warehouse,25500,1867.057067,47609955.2,Pacific,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
2834,outpatient,395000,52.14623376,20597762.34,East North Central,Very cold/Cold,VAV chiller with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.6377902591095446,1
2835,quick_service_restaurant,3050,880.7834623,2686389.56,Pacific,Very cold/Cold,PSZ-AC with electric coil,Electricity,none,95,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.3319677388256684,0
2836,small_office,10750,1023.608202,11003788.17,South Atlantic,Mixed-humid,PTAC with electric coil,Electricity,none,100,100,"Furnaces that heat air directly, without using steam or hot water",Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,TRUE,100,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,TRUE,FALSE,0,0
2839,warehouse,14500,1117.742122,16207260.77,East North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,Electricity,20,15,Packaged central unit (roof mounted),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.12580846685285904,0.9094894001381436
2840,small_office,11000,1849.184963,20341034.59,West South Central,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,100,100,imputed,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
2841,large_office,198000,50.31915606,9963192.9,Pacific,Hot-dry/Mixed-dry/Hot-humid,PVAV with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.1374473233626209,1
2842,secondary_school,265000,84.0557634,22274777.3,South Atlantic,Mixed-humid,VAV chiller with gas boiler reheat,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,50,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,TRUE,TRUE,0.407200242,0.9767870693444326
2843,retail,10750,1879.456006,20204152.07,East North Central,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.097582871,1
2846,strip_mall,33500,583.6267448,19551495.95,Pacific,Very cold/Cold,PVAV with gas heat with electric reheat,Electricity,Natural_Gas,100,96,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.24683662453371227,0.3909861944558106
2849,small_office,3100,1667.755161,5170040.999,Pacific,Marine,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
2850,small_office,10000,1868.403437,18684034.37,East North Central,Very cold/Cold,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.292255192,0.9046229819563153
2851,outpatient,7500,1162.262962,8716972.215,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,100,imputed,Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
2855,quick_service_restaurant,3000,887.4418834,2662325.65,Pacific,Marine,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50,FALSE,FALSE,TRUE,0.5983583563922288,1
2856,hospital,360000,14.03574134,5052866.881,Middle Atlantic,Very cold/Cold,PVAV with gas heat with electric reheat,Natural_Gas,Electricity,80,80,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),water-cooled,8,FALSE,999,FALSE,999,FALSE,999,TRUE,TRUE,none,999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,TRUE,TRUE,0.6587972036271891,0.9730728982784443
2857,primary_school,57000,271.015091,15447860.18,East North Central,Very cold/Cold,PVAV with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,999,TRUE,FALSE,TRUE,0.4259217308651164,1
2858,secondary_school,36500,140.906822,5143099.003365001,Mountain,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with gas coil,Natural_Gas,Natural_Gas,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,TRUE,TRUE,0.3681873677203459,0.7672514052188677
2862,primary_school,55000,356.1982883,19590905.85,South Atlantic,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.24569970036621908,1
2863,small_office,4000,1522.981789,6091927.156,Pacific,Marine,PSZ-AC with gas coil,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.18432150320957377,1
2864,warehouse,395000,25.3225766,10002417.76,East North Central,Very cold/Cold,PVAV with gas boiler reheat,Natural_Gas,none,75,10,Individual space heaters (other than heat pumps),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,TRUE,25,FALSE,999,FALSE,FALSE,none,999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.5087165587433425,1
2865,outpatient,44000,511.878568,22522656.99,Middle Atlantic,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.7432640072823637,0.9538796609848843
2867,quick_service_restaurant,3450,729.5646405,2516998.01,South Atlantic,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.38068339202348817,0.9515171182865487
2868,medium_office,88000,158.2995606,13930361.33,Pacific,Marine,none,Electricity,Natural_Gas,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Central chillers inside (or adjacent to) the building that chill water for air conditioning,air-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.3336010008353155,0.5108724832214765
2871,quick_service_restaurant,3000,737.875382,2213626.146,Pacific,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
2872,strip_mall,9100,281.1092547,2558094.217,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,100,100,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
2873,warehouse,112000,265.0003654,29680040.92,West South Central,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,100,60,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
2874,retail,2400,1879.456006,4510694.415,West South Central,Hot-dry/Mixed-dry/Hot-humid,PTHP,Electricity,none,20,20,Heat pumps (other than components of a packaged unit),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,TRUE,PTHP,100,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
2877,outpatient,5600,1461.857062,8186399.545,Middle Atlantic,Very cold/Cold,PSZ-AC with gas coil,Natural_Gas,none,75,75,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.602526082,1
2879,warehouse,150000,159.8447553,23976713.29,West South Central,Hot-dry/Mixed-dry/Hot-humid,none,none,none,999,999,imputed,imputed,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,
2880,large_hotel,275000,15.9456238,4385046.544,Middle Atlantic,Very cold/Cold,none,District_Heating,Natural_Gas+Electricity,100,100,District steam or hot water piped in from outside the building,Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,WSHP,30,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.2914646257705302,0.608163831
2883,outpatient,40000,114.3562787,4574251.146,East North Central,Very cold/Cold,PVAV with gas boiler reheat,Natural_Gas,none,100,100,Packaged central unit (roof mounted),Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.48985609010758313,1
2886,large_office,170000,53.72437273,9133143.363,West North Central,Very cold/Cold,VAV chiller with gas boiler reheat,Natural_Gas,none,100,100,imputed,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,100,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.4691562310163109,1
2887,small_office,1500,1807.462867,2711194.3,West South Central,Mixed-humid,PSZ-AC with gas coil,Natural_Gas,Electricity,80,80,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.5833243852679051,0.972085533
2888,full_service_restaurant,1500,887.4418834,1331162.825,Mountain,Hot-dry/Mixed-dry/Hot-humid,PSZ-HP,Electricity,none,100,100,Heat pumps (other than components of a packaged unit),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,TRUE,TRUE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0,0
2889,large_office,1400000,4.652498321,6513497.649540001,South Atlantic,Withheld to protect confidentiality,VAV chiller with district hot water reheat,District_Heating,Electricity,100,100,District steam or hot water piped in from outside the building,Central chillers inside (or adjacent to) the building that chill water for air conditioning,water-cooled,90,FALSE,999,FALSE,999,FALSE,999,TRUE,TRUE,ASHP,20,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,TRUE,TRUE,FALSE,0.072534957,0
2890,outpatient,56000,226.8277671,12702354.96,West South Central,Mixed-humid,VAV air-cooled chiller with gas boiler reheat,Natural_Gas,none,100,100,Boilers inside (or adjacent to) the building that produce steam or hot water,Packaged air conditioning units (other than heat pumps),air-cooled,35,FALSE,999,TRUE,100,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,TRUE,FALSE,TRUE,0.5776946307272963,1
2892,outpatient,4600,1851.66972,8517680.712,Middle Atlantic,Very cold/Cold,PSZ-AC with gas coil,Propane,Electricity,100,100,Packaged central unit (roof mounted),Heat pumps for cooling,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,ASHP,999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0.026140187448907816,0
2894,primary_school,37000,653.0587527,24163173.85,East North Central,Very cold/Cold,PVAV with gas boiler reheat,Natural_Gas,none,100,50,Boilers inside (or adjacent to) the building that produce steam or hot water,Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,TRUE,50,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,999,TRUE,FALSE,FALSE,0.6562808918829861,1
2896,large_office,144000,26.08893194,3756806.199,Middle Atlantic,Mixed-humid,PSZ-AC with district hot water,District_Heating,Electricity,100,62,District steam or hot water piped in from outside the building,Packaged air conditioning units (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
2899,warehouse,97000,168.3829152,16333142.771489998,South Atlantic,Hot-dry/Mixed-dry/Hot-humid,PSZ-AC with electric coil,Electricity,none,17,17,Packaged central unit (roof mounted),Residential-type central air conditioners (other than heat pumps) that cool air directly and circulate it without using chilled water,none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,TRUE,0,0
2900,large_hotel,81000,356.1982883,28852061.35,Middle Atlantic,Very cold/Cold,PTAC with electric coil,Electricity,Natural_Gas,100,90,Individual space heaters (other than heat pumps),Individual room air conditioners (other than heat pumps),none,999,FALSE,999,FALSE,999,FALSE,999,FALSE,FALSE,none,999,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,999,FALSE,FALSE,FALSE,0.5819890581408852,0.5504701291218145
